data,hora,abertura,maximo,minimo,fechamento_atual,negocios,quantidade_papeis,<SPREAD>
2017/05/10,12:45:00,67960,68005,67850,67880,8056,32390,5
2017/05/10,13:00:00,67895,67960,67870,67895,4178,16515,5
2017/05/10,13:15:00,67895,67920,67820,67840,5044,19190,5
2017/05/10,13:30:00,67835,67880,67805,67875,4306,17535,5
2017/05/10,13:45:00,67870,67910,67810,67905,4223,16195,5
2017/05/10,14:00:00,67900,67970,67855,67895,5759,22272,5
2017/05/10,14:15:00,67890,67910,67740,67740,5945,22364,5
2017/05/10,14:30:00,67745,67770,67625,67645,9363,37743,5
2017/05/10,14:45:00,67640,67725,67610,67710,5857,21950,5
2017/05/10,15:00:00,67705,67760,67670,67740,4847,17713,5
2017/05/10,15:15:00,67745,67805,67710,67770,5259,19059,5
2017/05/10,15:30:00,67770,67870,67745,67870,5345,19836,5
2017/05/10,15:45:00,67870,67885,67775,67785,4834,18120,5
2017/05/10,16:00:00,67790,67945,67765,67900,7078,26621,5
2017/05/10,16:15:00,67900,67985,67895,67930,4962,19333,5
2017/05/10,16:30:00,67930,68035,67920,68010,6008,24433,5
2017/05/10,16:45:00,68005,68035,67910,68035,6168,24546,5
2017/05/10,17:00:00,68035,68070,67985,68000,4440,18145,5
2017/05/10,17:15:00,68000,68050,67990,68040,1589,7079,5
2017/05/10,17:30:00,68045,68090,68035,68080,1757,6943,5
2017/05/10,17:45:00,68080,68130,68080,68090,1846,9110,5
2017/05/11,09:00:00,67985,68065,67800,67810,10204,34760,5
2017/05/11,09:15:00,67805,67920,67760,67795,6372,22945,5
2017/05/11,09:30:00,67805,67860,67745,67815,5647,21433,5
2017/05/11,09:45:00,67815,67980,67810,67955,7752,26966,5
2017/05/11,10:00:00,67960,68195,67960,68050,15972,59552,5
2017/05/11,10:15:00,68050,68150,68035,68085,7031,24819,5
2017/05/11,10:30:00,68085,68175,67845,67885,24114,84839,5
2017/05/11,10:45:00,67880,67975,67790,67825,16369,55259,5
2017/05/11,11:00:00,67830,68110,67755,68085,16665,58669,5
2017/05/11,11:15:00,68080,68100,67840,67900,12423,43644,5
2017/05/11,11:30:00,67895,68050,67855,67970,10605,34569,5
2017/05/11,11:45:00,67975,68090,67925,68080,7501,25564,5
2017/05/11,12:00:00,68080,68175,68040,68105,10712,37319,5
2017/05/11,12:15:00,68115,68225,68045,68145,9873,40751,5
2017/05/11,12:30:00,68145,68215,68095,68175,6227,24903,5
2017/05/11,12:45:00,68175,68205,68105,68185,4543,16090,5
2017/05/11,13:00:00,68185,68245,68165,68200,5232,20356,5
2017/05/11,13:15:00,68200,68270,68200,68265,5046,19764,5
2017/05/11,13:30:00,68265,68285,68155,68215,5618,20675,5
2017/05/11,13:45:00,68210,68240,68115,68155,5582,23219,5
2017/05/11,14:00:00,68155,68275,68130,68265,5318,21961,5
2017/05/11,14:15:00,68265,68280,68150,68155,5021,18710,5
2017/05/11,14:30:00,68155,68245,68140,68200,4897,17529,5
2017/05/11,14:45:00,68195,68255,68170,68245,4090,16074,5
2017/05/11,15:00:00,68250,68325,68250,68305,8532,33755,5
2017/05/11,15:15:00,68310,68365,68280,68295,6579,26174,5
2017/05/11,15:30:00,68295,68305,68210,68230,6386,27177,5
2017/05/11,15:45:00,68230,68235,68065,68110,9912,38357,5
2017/05/11,16:00:00,68110,68190,68080,68145,5305,21741,5
2017/05/11,16:15:00,68145,68145,68080,68115,4270,16367,5
2017/05/11,16:30:00,68115,68145,68095,68130,3177,13182,5
2017/05/11,16:45:00,68135,68225,68110,68155,6454,25832,5
2017/05/11,17:00:00,68160,68215,68105,68165,4692,17530,5
2017/05/11,17:15:00,68165,68220,68105,68120,2833,11845,5
2017/05/11,17:30:00,68120,68165,68110,68120,1535,6049,5
2017/05/11,17:45:00,68120,68135,68075,68090,2282,9079,5
2017/05/12,09:00:00,68150,68690,68150,68585,14293,50560,5
2017/05/12,09:15:00,68585,68845,68575,68815,11337,44871,5
2017/05/12,09:30:00,68810,68935,68790,68890,9696,39930,5
2017/05/12,09:45:00,68890,68955,68845,68880,5295,19382,5
2017/05/12,10:00:00,68885,68910,68755,68760,10524,35717,5
2017/05/12,10:15:00,68760,68800,68715,68730,6549,23693,5
2017/05/12,10:30:00,68730,68875,68635,68855,14783,50036,5
2017/05/12,10:45:00,68855,69065,68855,69015,15976,58242,5
2017/05/12,11:00:00,69015,69050,68855,68855,9621,35690,5
2017/05/12,11:15:00,68860,68945,68760,68770,10895,38448,5
2017/05/12,11:30:00,68775,68830,68705,68735,7241,27488,5
2017/05/12,11:45:00,68735,68760,68620,68740,11391,41987,5
2017/05/12,12:00:00,68745,68755,68635,68695,7408,26280,5
2017/05/12,12:15:00,68690,68840,68645,68830,9029,33745,5
2017/05/12,12:30:00,68830,68990,68830,68960,9438,35313,5
2017/05/12,12:45:00,68960,69000,68805,68825,7595,27715,5
2017/05/12,13:00:00,68830,68860,68755,68795,6584,24218,5
2017/05/12,13:15:00,68800,68840,68735,68815,4778,18420,5
2017/05/12,13:30:00,68820,68875,68755,68800,5141,18030,5
2017/05/12,13:45:00,68800,68875,68800,68825,3913,12903,5
2017/05/12,14:00:00,68830,68840,68775,68815,2268,8334,5
2017/05/12,14:15:00,68815,68860,68775,68790,2895,10426,5
2017/05/12,14:30:00,68785,68920,68775,68900,6379,24081,5
2017/05/12,14:45:00,68900,68950,68870,68920,5122,19644,5
2017/05/12,15:00:00,68915,68935,68835,68865,4065,15250,5
2017/05/12,15:15:00,68865,68895,68835,68865,2745,9770,5
2017/05/12,15:30:00,68865,68890,68810,68870,3495,12693,5
2017/05/12,15:45:00,68865,68900,68815,68835,3887,14146,5
2017/05/12,16:00:00,68835,68855,68715,68720,5930,22014,5
2017/05/12,16:15:00,68725,68775,68710,68725,3891,13978,5
2017/05/12,16:30:00,68725,68805,68680,68795,5398,19533,5
2017/05/12,16:45:00,68795,68835,68740,68820,5953,21756,5
2017/05/12,17:00:00,68815,68815,68750,68775,3321,11223,5
2017/05/12,17:15:00,68775,68800,68655,68670,4190,17984,5
2017/05/12,17:30:00,68675,68680,68485,68585,4235,17047,5
2017/05/12,17:45:00,68585,68605,68525,68605,1732,7813,5
2017/05/15,09:00:00,68960,69160,68935,69125,10033,34630,5
2017/05/15,09:15:00,69125,69175,69040,69055,6050,20767,5
2017/05/15,09:30:00,69055,69100,69030,69060,2846,9137,5
2017/05/15,09:45:00,69055,69170,69055,69135,4913,16770,5
2017/05/15,10:00:00,69130,69165,68855,68855,14949,58392,5
2017/05/15,10:15:00,68860,68875,68670,68675,12234,50101,5
2017/05/15,10:30:00,68675,68820,68635,68790,14335,54942,5
2017/05/15,10:45:00,68785,68855,68725,68815,8185,30246,5
2017/05/15,11:00:00,68815,68935,68640,68880,16980,61477,5
2017/05/15,11:15:00,68875,68985,68810,68940,11147,37674,5
2017/05/15,11:30:00,68940,69000,68835,68875,10160,35554,5
2017/05/15,11:45:00,68875,68920,68795,68840,7588,28086,5
2017/05/15,12:00:00,68840,69040,68820,68970,9943,38307,5
2017/05/15,12:15:00,68975,68990,68800,68805,7999,30663,5
2017/05/15,12:30:00,68805,68970,68750,68910,8451,34331,5
2017/05/15,12:45:00,68910,68975,68845,68885,5285,21513,5
2017/05/15,13:00:00,68885,68910,68760,68820,6670,28948,5
2017/05/15,13:15:00,68825,68920,68800,68875,5389,20556,5
2017/05/15,13:30:00,68880,69025,68865,69025,5904,23177,5
2017/05/15,13:45:00,69025,69040,68945,69010,5188,19513,5
2017/05/15,14:00:00,69000,69030,68960,68985,3497,13873,5
2017/05/15,14:15:00,68985,69050,68950,69010,4911,19555,5
2017/05/15,14:30:00,69005,69125,68990,69090,7241,27923,5
2017/05/15,14:45:00,69090,69205,69090,69160,7413,27993,5
2017/05/15,15:00:00,69160,69180,69095,69115,4405,17970,5
2017/05/15,15:15:00,69110,69190,69070,69095,6179,24428,5
2017/05/15,15:30:00,69090,69135,69045,69065,4164,15967,5
2017/05/15,15:45:00,69060,69095,69015,69050,4145,16592,5
2017/05/15,16:00:00,69055,69090,68980,69015,5900,20855,5
2017/05/15,16:15:00,69015,69060,68960,69035,5443,18979,5
2017/05/15,16:30:00,69035,69055,68925,68950,5929,22706,5
2017/05/15,16:45:00,68950,69110,68945,69090,5949,21144,5
2017/05/15,17:00:00,69095,69105,68980,69010,3176,13342,5
2017/05/15,17:15:00,69005,69085,68995,69085,1880,7177,5
2017/05/15,17:30:00,69080,69125,69060,69075,2244,8883,5
2017/05/15,17:45:00,69075,69140,69045,69140,1727,7620,5
2017/05/16,09:00:00,69250,69440,69155,69305,10402,37171,5
2017/05/16,09:15:00,69310,69365,69265,69280,5099,19877,5
2017/05/16,09:30:00,69275,69345,69265,69330,2994,11497,5
2017/05/16,09:45:00,69325,69420,69275,69340,8092,29670,5
2017/05/16,10:00:00,69340,69345,69185,69210,9448,37345,5
2017/05/16,10:15:00,69205,69240,69135,69175,8259,32265,5
2017/05/16,10:30:00,69175,69235,69000,69025,16414,61833,5
2017/05/16,10:45:00,69025,69145,68970,69035,11161,40612,5
2017/05/16,11:00:00,69030,69095,68975,69055,8761,32799,5
2017/05/16,11:15:00,69055,69090,68930,68960,8743,32885,5
2017/05/16,11:30:00,68965,68980,68720,68725,12803,51190,5
2017/05/16,11:45:00,68730,68830,68680,68705,8239,31131,5
2017/05/16,12:00:00,68705,68845,68655,68805,8010,33213,5
2017/05/16,12:15:00,68805,68850,68750,68845,5008,20788,5
2017/05/16,12:30:00,68840,68845,68715,68770,6075,22790,5
2017/05/16,12:45:00,68775,68905,68755,68860,5612,20501,5
2017/05/16,13:00:00,68860,68895,68775,68800,4410,15929,5
2017/05/16,13:15:00,68800,68890,68795,68840,3840,15691,5
2017/05/16,13:30:00,68835,68965,68825,68940,5369,21543,5
2017/05/16,13:45:00,68940,68980,68905,68965,3614,14129,5
2017/05/16,14:00:00,68960,69050,68860,69030,7327,28419,5
2017/05/16,14:15:00,69030,69220,69025,69170,10385,44295,5
2017/05/16,14:30:00,69175,69210,69115,69155,5464,20013,5
2017/05/16,14:45:00,69160,69180,69115,69145,3084,12697,5
2017/05/16,15:00:00,69140,69270,69125,69260,6661,26079,5
2017/05/16,15:15:00,69265,69265,69085,69105,8627,34158,5
2017/05/16,15:30:00,69105,69160,69055,69080,7227,28872,5
2017/05/16,15:45:00,69080,69085,68980,69015,6032,24123,5
2017/05/16,16:00:00,69020,69085,69000,69060,4364,18122,5
2017/05/16,16:15:00,69060,69175,69050,69150,4850,17938,5
2017/05/16,16:30:00,69150,69315,69135,69235,7492,28847,5
2017/05/16,16:45:00,69240,69410,69205,69350,9077,35262,5
2017/05/16,17:00:00,69345,69350,69235,69295,4385,17257,5
2017/05/16,17:15:00,69295,69330,69275,69290,1891,7989,5
2017/05/16,17:30:00,69285,69350,69260,69320,1935,8235,5
2017/05/16,17:45:00,69320,69385,69310,69365,1920,8417,5
2017/05/17,09:00:00,69000,69065,68735,68790,9580,40316,5
2017/05/17,09:15:00,68785,68840,68705,68780,9190,42679,5
2017/05/17,09:30:00,68785,68890,68780,68845,5065,20951,5
2017/05/17,09:45:00,68845,68850,68770,68815,6455,24165,5
2017/05/17,10:00:00,68815,68930,68660,68920,15723,59484,5
2017/05/17,10:15:00,68915,68980,68815,68815,9848,37219,5
2017/05/17,10:30:00,68815,68920,68740,68815,17300,61175,5
2017/05/17,10:45:00,68815,68890,68585,68620,16697,59601,5
2017/05/17,11:00:00,68620,68645,68500,68550,12914,46762,5
2017/05/17,11:15:00,68555,68680,68510,68625,8229,32348,5
2017/05/17,11:30:00,68620,68885,68610,68825,18916,70117,5
2017/05/17,11:45:00,68820,68830,68350,68370,16148,59736,5
2017/05/17,12:00:00,68370,68470,68325,68440,9810,35261,5
2017/05/17,12:15:00,68440,68470,68290,68300,7866,30014,5
2017/05/17,12:30:00,68300,68355,68260,68350,5096,21402,5
2017/05/17,12:45:00,68350,68385,68210,68320,7191,29904,5
2017/05/17,13:00:00,68320,68420,68260,68300,6006,21550,5
2017/05/17,13:15:00,68300,68340,68175,68185,6058,23766,5
2017/05/17,13:30:00,68185,68210,68130,68175,5074,19016,5
2017/05/17,13:45:00,68175,68220,68110,68185,4945,18881,5
2017/05/17,14:00:00,68185,68200,68110,68125,4225,16164,5
2017/05/17,14:15:00,68125,68150,67920,67935,9281,37570,5
2017/05/17,14:30:00,67935,68055,67875,68040,7900,32572,5
2017/05/17,14:45:00,68040,68045,67900,67910,6895,26663,5
2017/05/17,15:00:00,67910,68030,67900,67925,6714,25323,5
2017/05/17,15:15:00,67930,67955,67730,67790,11262,45597,5
2017/05/17,15:30:00,67790,67840,67650,67660,7175,28007,5
2017/05/17,15:45:00,67660,67740,67630,67720,6251,25485,5
2017/05/17,16:00:00,67730,67760,67650,67710,5009,20181,5
2017/05/17,16:15:00,67710,67880,67710,67830,8285,31477,5
2017/05/17,16:30:00,67830,67965,67820,67855,8157,32865,5
2017/05/17,16:45:00,67855,67930,67845,67895,6551,26888,5
2017/05/17,17:00:00,67895,68020,67890,68000,5703,23743,5
2017/05/17,17:15:00,68005,68005,67910,67960,2325,9402,5
2017/05/17,17:30:00,67965,68040,67950,68035,2411,10184,5
2017/05/17,17:45:00,68040,68050,67930,67985,2245,10687,5
2017/05/18,09:00:00,61180,61180,61180,61180,570,2768,5
2017/05/18,09:15:00,61180,61180,61180,61180,91,307,5
2017/05/18,09:30:00,61180,61180,61180,61180,47,166,5
2017/05/18,09:45:00,61180,61180,61180,61180,27,87,5
2017/05/18,10:00:00,61180,61180,61180,61180,43,150,5
2017/05/18,10:15:00,61180,61180,61180,61180,28,76,5
2017/05/18,10:30:00,61180,61180,61180,61180,56,431,5
2017/05/18,10:45:00,57800,59865,57780,59865,1853,6611,5
2017/05/18,11:00:00,59935,61155,59895,60340,5196,17263,5
2017/05/18,11:15:00,60355,61900,60175,61600,17466,48096,5
2017/05/18,11:30:00,61600,61990,61145,61960,14212,40680,5
2017/05/18,11:45:00,61970,62760,61835,62335,14379,44482,5
2017/05/18,12:00:00,62335,62380,61865,62020,14879,40485,5
2017/05/18,12:15:00,62020,62085,61350,61575,15183,37025,5
2017/05/18,12:30:00,61580,61965,61450,61500,11511,26503,5
2017/05/18,12:45:00,61510,61820,61330,61660,12175,30350,5
2017/05/18,13:00:00,61675,61685,61200,61350,11926,31791,5
2017/05/18,13:15:00,61355,61355,60740,61270,14728,39575,5
2017/05/18,13:30:00,61270,61725,61215,61705,10453,28206,5
2017/05/18,13:45:00,61715,61795,61265,61435,11692,30476,5
2017/05/18,14:00:00,61440,61795,61375,61710,7915,19937,5
2017/05/18,14:15:00,61710,61900,61505,61540,9069,21076,5
2017/05/18,14:30:00,61545,61595,61330,61340,8147,19380,5
2017/05/18,14:45:00,61340,62045,61060,61975,15066,39832,5
2017/05/18,15:00:00,61975,62445,61910,62265,17678,43420,5
2017/05/18,15:15:00,62270,63215,62180,63015,14222,34946,5
2017/05/18,15:30:00,63020,63655,62640,62920,21090,46624,5
2017/05/18,15:45:00,62915,63105,62425,62900,12188,26756,5
2017/05/18,16:00:00,62900,62980,61330,61330,13647,32730,5
2017/05/18,16:15:00,61340,62345,61335,62115,8083,21964,5
2017/05/18,16:30:00,62110,62155,61660,61865,8148,21265,5
2017/05/18,16:45:00,61865,61950,61200,61330,7320,20342,5
2017/05/18,17:00:00,61330,61800,61000,61235,6543,20795,5
2017/05/18,17:15:00,61230,61495,61090,61300,2989,8653,5
2017/05/18,17:30:00,61285,61430,61030,61320,3395,10278,5
2017/05/18,17:45:00,61305,61490,61210,61490,988,3015,5
2017/05/19,09:00:00,63300,63455,62015,62400,17745,44948,5
2017/05/19,09:15:00,62395,62980,62390,62800,20603,50198,5
2017/05/19,09:30:00,62795,63125,62730,62820,13587,37931,5
2017/05/19,09:45:00,62820,63000,62750,62995,8404,24213,5
2017/05/19,10:00:00,62985,63030,62535,62895,15030,42732,5
2017/05/19,10:15:00,62895,63115,62775,63105,12297,30199,5
2017/05/19,10:30:00,63105,63185,62610,62925,28500,73882,5
2017/05/19,10:45:00,62930,63225,62850,63210,11966,33018,5
2017/05/19,11:00:00,63215,63795,63165,63720,22847,65081,5
2017/05/19,11:15:00,63720,63940,63535,63845,18048,44275,5
2017/05/19,11:30:00,63845,63900,63360,63380,18790,44465,5
2017/05/19,11:45:00,63390,63580,63370,63450,10014,24201,5
2017/05/19,12:00:00,63440,63740,63435,63695,10822,26053,5
2017/05/19,12:15:00,63690,63940,63610,63880,9723,24192,5
2017/05/19,12:30:00,63885,63895,63545,63685,10032,26313,5
2017/05/19,12:45:00,63685,63715,63430,63480,7951,20213,5
2017/05/19,13:00:00,63475,63550,63375,63480,5848,14417,5
2017/05/19,13:15:00,63475,63615,63450,63585,4844,12863,5
2017/05/19,13:30:00,63585,63645,63430,63490,5744,15166,5
2017/05/19,13:45:00,63490,63495,63265,63360,7411,19349,5
2017/05/19,14:00:00,63365,63510,63070,63135,9793,26878,5
2017/05/19,14:15:00,63140,63325,63080,63115,10022,26478,5
2017/05/19,14:30:00,63110,63140,62640,62755,14396,38860,5
2017/05/19,14:45:00,62755,63045,62710,62970,8893,22921,5
2017/05/19,15:00:00,62970,63085,62845,62990,9870,24235,5
2017/05/19,15:15:00,62985,63050,62925,63010,5789,15591,5
2017/05/19,15:30:00,63005,63235,62830,63225,12272,33211,5
2017/05/19,15:45:00,63220,63285,63045,63075,8762,24035,5
2017/05/19,16:00:00,63085,63135,62670,62715,13891,35730,5
2017/05/19,16:15:00,62710,62940,62695,62790,10357,26634,5
2017/05/19,16:30:00,62790,63270,62760,63120,11019,29814,5
2017/05/19,16:45:00,63115,63390,63060,63095,13290,37362,5
2017/05/19,17:00:00,63095,63160,62945,63020,7036,20680,5
2017/05/19,17:15:00,63020,63160,62995,63105,2713,7038,5
2017/05/19,17:30:00,63100,63120,62940,62960,1888,5586,5
2017/05/19,17:45:00,62960,63135,62945,63080,1321,4560,5
2017/05/22,09:00:00,62510,62790,61210,61220,14862,41720,5
2017/05/22,09:15:00,61480,61685,61040,61555,21761,48802,5
2017/05/22,09:30:00,61555,61630,61360,61525,9945,21928,5
2017/05/22,09:45:00,61525,61930,61400,61785,14113,33786,5
2017/05/22,10:00:00,61785,62145,61675,62085,16612,40038,5
2017/05/22,10:15:00,62080,62200,61825,62140,17427,44354,5
2017/05/22,10:30:00,62130,62425,62090,62395,18299,45605,5
2017/05/22,10:45:00,62400,62490,62080,62300,18674,45177,5
2017/05/22,11:00:00,62295,62380,62110,62130,12906,30962,5
2017/05/22,11:15:00,62125,62215,62035,62155,10794,26423,5
2017/05/22,11:30:00,62155,62290,61765,61790,20662,51917,5
2017/05/22,11:45:00,61790,61925,61700,61880,11893,31849,5
2017/05/22,12:00:00,61880,61890,61340,61355,20716,61088,5
2017/05/22,12:15:00,61350,61500,61185,61300,14392,40187,5
2017/05/22,12:30:00,61300,61720,61285,61395,11735,32128,5
2017/05/22,12:45:00,61400,61810,61380,61810,9014,25209,5
2017/05/22,13:00:00,61800,61865,61560,61650,11037,33095,5
2017/05/22,13:15:00,61655,61745,61420,61565,9280,27156,5
2017/05/22,13:30:00,61565,61670,61485,61515,5572,16043,5
2017/05/22,13:45:00,61520,61600,61345,61370,8843,25666,5
2017/05/22,14:00:00,61365,61750,61355,61715,7751,23155,5
2017/05/22,14:15:00,61715,61785,61620,61745,6350,18515,5
2017/05/22,14:30:00,61755,61880,61745,61825,5855,19067,5
2017/05/22,14:45:00,61825,61895,61630,61640,8441,25607,5
2017/05/22,15:00:00,61635,61860,61580,61815,9293,28923,5
2017/05/22,15:15:00,61810,62135,61785,61875,15835,43549,5
2017/05/22,15:30:00,61875,62130,61830,61890,11878,35282,5
2017/05/22,15:45:00,61890,61930,61750,61870,7988,23044,5
2017/05/22,16:00:00,61870,62050,61850,61915,8010,21920,5
2017/05/22,16:15:00,61910,61910,61640,61795,10279,28769,5
2017/05/22,16:30:00,61800,61900,61685,61695,8737,26337,5
2017/05/22,16:45:00,61700,61795,61620,61715,10042,33243,5
2017/05/22,17:00:00,61720,61965,61705,61880,5753,20936,5
2017/05/22,17:15:00,61880,61925,61835,61870,2254,8150,5
2017/05/22,17:30:00,61870,61980,61865,61970,1398,5460,5
2017/05/22,17:45:00,61965,62215,61965,62215,1888,7375,5
2017/05/23,09:00:00,62000,62380,61725,61735,18802,48641,5
2017/05/23,09:15:00,61730,61970,61510,61965,19116,50606,5
2017/05/23,09:30:00,61965,62110,61880,62060,11374,30481,5
2017/05/23,09:45:00,62060,62265,62025,62255,9445,25115,5
2017/05/23,10:00:00,62250,62330,62135,62180,12155,32372,5
2017/05/23,10:15:00,62175,62245,62030,62155,11518,33398,5
2017/05/23,10:30:00,62155,62590,62150,62365,21824,67756,5
2017/05/23,10:45:00,62370,62525,62270,62505,11880,36311,5
2017/05/23,11:00:00,62505,62685,62460,62655,15685,51602,5
2017/05/23,11:15:00,62655,62770,62610,62760,9878,30331,5
2017/05/23,11:30:00,62755,62825,62655,62780,9383,29769,5
2017/05/23,11:45:00,62780,63125,62775,63010,12765,44018,5
2017/05/23,12:00:00,63010,63050,62895,62935,9176,30012,5
2017/05/23,12:15:00,62945,63000,62825,62865,6247,19359,5
2017/05/23,12:30:00,62860,62950,62830,62835,6626,22495,5
2017/05/23,12:45:00,62835,62920,62755,62865,6871,21569,5
2017/05/23,13:00:00,62870,62935,62800,62860,5829,20394,5
2017/05/23,13:15:00,62860,62925,62665,62700,7886,27952,5
2017/05/23,13:30:00,62700,62825,62680,62790,5777,20966,5
2017/05/23,13:45:00,62790,63000,62745,62920,7179,24814,5
2017/05/23,14:00:00,62925,63030,62850,62935,7197,24193,5
2017/05/23,14:15:00,62935,62960,62605,62605,10037,33957,5
2017/05/23,14:30:00,62610,62735,62550,62595,9280,32739,5
2017/05/23,14:45:00,62595,62650,62515,62585,6161,19855,5
2017/05/23,15:00:00,62590,62725,62580,62655,7350,24912,5
2017/05/23,15:15:00,62655,62785,62645,62740,5234,18215,5
2017/05/23,15:30:00,62740,62905,62715,62885,6304,22620,5
2017/05/23,15:45:00,62890,62990,62855,62935,6878,23942,5
2017/05/23,16:00:00,62940,62990,62815,62965,6369,23198,5
2017/05/23,16:15:00,62965,63145,62965,63030,12011,40996,5
2017/05/23,16:30:00,63030,63080,62980,63035,5329,16621,5
2017/05/23,16:45:00,63030,63120,62870,62940,7557,29154,5
2017/05/23,17:00:00,62940,63125,62925,63105,3812,13692,5
2017/05/23,17:15:00,63105,63195,63005,63030,3363,13193,5
2017/05/23,17:30:00,63030,63165,62990,63110,2638,9906,5
2017/05/23,17:45:00,63110,63160,63090,63160,1473,6736,5
2017/05/24,09:00:00,62890,63745,62725,63620,21792,57064,5
2017/05/24,09:15:00,63620,63860,63505,63770,19015,50032,5
2017/05/24,09:30:00,63770,63800,63600,63635,6937,19817,5
2017/05/24,09:45:00,63630,63790,63575,63720,8396,24831,5
2017/05/24,10:00:00,63725,63950,63670,63815,16004,50796,5
2017/05/24,10:15:00,63820,63835,63370,63385,20264,63421,5
2017/05/24,10:30:00,63390,63520,63185,63350,20149,63794,5
2017/05/24,10:45:00,63350,63635,63300,63595,16213,51749,5
2017/05/24,11:00:00,63600,63785,63555,63755,13746,41637,5
2017/05/24,11:15:00,63760,63885,63655,63845,9098,27227,5
2017/05/24,11:30:00,63850,63950,63765,63875,13999,48208,5
2017/05/24,11:45:00,63880,63910,63725,63750,10896,34254,5
2017/05/24,12:00:00,63755,63885,63680,63805,10694,34888,5
2017/05/24,12:15:00,63810,64030,63770,63885,15537,50729,5
2017/05/24,12:30:00,63890,64185,63875,64085,11531,39294,5
2017/05/24,12:45:00,64085,64105,63950,64070,6461,21534,5
2017/05/24,13:00:00,64075,64145,64045,64110,4370,14627,5
2017/05/24,13:15:00,64110,64130,64010,64030,4411,14674,5
2017/05/24,13:30:00,64040,64250,64020,64190,7647,26017,5
2017/05/24,13:45:00,64200,64210,64080,64080,5201,18418,5
2017/05/24,14:00:00,64080,64165,64040,64155,5459,18939,5
2017/05/24,14:15:00,64155,64165,64075,64145,4303,15825,5
2017/05/24,14:30:00,64145,64150,64080,64150,2684,9717,5
2017/05/24,14:45:00,64145,64190,64095,64110,4146,17042,5
2017/05/24,15:00:00,64115,64240,64020,64225,11400,41589,5
2017/05/24,15:15:00,64225,64375,64205,64300,10360,37512,5
2017/05/24,15:30:00,64305,64330,63845,63930,18051,63582,5
2017/05/24,15:45:00,63935,64030,63875,63905,9306,27834,5
2017/05/24,16:00:00,63905,63945,63690,63875,13060,42043,5
2017/05/24,16:15:00,63870,63980,63820,63910,8925,28944,5
2017/05/24,16:30:00,63905,63965,63675,63700,11834,39599,5
2017/05/24,16:45:00,63700,63780,63610,63645,12902,44916,5
2017/05/24,17:00:00,63650,63650,63460,63545,8897,31833,5
2017/05/24,17:15:00,63540,63755,63540,63705,4375,15749,5
2017/05/24,17:30:00,63710,63780,63665,63760,2707,9711,5
2017/05/24,17:45:00,63760,63780,63650,63780,1950,7957,5
2017/05/25,09:00:00,63610,63770,63245,63625,18150,53556,5
2017/05/25,09:15:00,63630,63845,63575,63790,14983,48060,5
2017/05/25,09:30:00,63795,63795,63400,63500,13862,41743,5
2017/05/25,09:45:00,63500,63700,63500,63615,12941,38062,5
2017/05/25,10:00:00,63615,63900,63610,63825,21140,64421,5
2017/05/25,10:15:00,63830,63875,63610,63795,13567,42865,5
2017/05/25,10:30:00,63800,64120,63800,64105,18243,61824,5
2017/05/25,10:45:00,64100,64240,64040,64105,12969,45251,5
2017/05/25,11:00:00,64105,64290,63990,64225,13109,45221,5
2017/05/25,11:15:00,64230,64250,63875,63900,12740,42329,5
2017/05/25,11:30:00,63900,64030,63630,63640,17249,57806,5
2017/05/25,11:45:00,63645,63670,63345,63380,17843,59754,5
2017/05/25,12:00:00,63380,63650,63310,63520,15387,50343,5
2017/05/25,12:15:00,63515,63630,63370,63475,12102,39543,5
2017/05/25,12:30:00,63475,63500,63100,63135,14777,49732,5
2017/05/25,12:45:00,63130,63305,63075,63160,11082,35549,5
2017/05/25,13:00:00,63155,63270,63000,63055,13045,43283,5
2017/05/25,13:15:00,63055,63255,63025,63175,9736,31983,5
2017/05/25,13:30:00,63180,63280,63100,63180,8312,25921,5
2017/05/25,13:45:00,63180,63225,63130,63165,4130,13932,5
2017/05/25,14:00:00,63160,63220,63055,63140,6371,22129,5
2017/05/25,14:15:00,63135,63265,63105,63240,5378,17822,5
2017/05/25,14:30:00,63245,63260,63110,63160,4923,16982,5
2017/05/25,14:45:00,63155,63400,63130,63385,7489,24554,5
2017/05/25,15:00:00,63380,63430,63240,63260,8794,28854,5
2017/05/25,15:15:00,63265,63350,63250,63285,5771,17582,5
2017/05/25,15:30:00,63280,63345,63255,63270,4218,12028,5
2017/05/25,15:45:00,63270,63280,63160,63215,8070,25263,5
2017/05/25,16:00:00,63210,63325,63180,63275,6645,21648,5
2017/05/25,16:15:00,63275,63445,63240,63385,7978,28433,5
2017/05/25,16:30:00,63385,63555,63360,63505,7995,28510,5
2017/05/25,16:45:00,63510,63675,63480,63515,10258,37474,5
2017/05/25,17:00:00,63510,63575,63440,63545,3739,13662,5
2017/05/25,17:15:00,63545,63635,63540,63585,2980,11337,5
2017/05/25,17:30:00,63585,63620,63540,63605,1924,7213,5
2017/05/25,17:45:00,63610,63685,63590,63685,1441,6828,5
2017/05/26,09:00:00,63450,63495,63225,63440,13830,43039,5
2017/05/26,09:15:00,63435,63685,63375,63625,12339,38328,5
2017/05/26,09:30:00,63615,63840,63470,63770,15879,50656,5
2017/05/26,09:45:00,63770,63890,63670,63750,10919,33165,5
2017/05/26,10:00:00,63755,64020,63650,63950,17215,56372,5
2017/05/26,10:15:00,63960,63985,63775,63900,11906,39818,5
