data,hora,abertura,maximo,minimo,fechamento_atual,negocios,quantidade_papeis,<SPREAD>
2013/12/13,11:45:00,50365,50475,50360,50440,18660,5732,5
2013/12/13,12:00:00,50440,50455,50380,50390,9380,2629,5
2013/12/13,12:15:00,50395,50450,50375,50390,10060,3030,5
2013/12/13,12:30:00,50385,50455,50225,50245,30970,8716,5
2013/12/13,12:45:00,50245,50285,50150,50215,34660,9962,5
2013/12/13,13:00:00,50210,50305,50185,50210,21980,6107,5
2013/12/13,13:15:00,50210,50255,50160,50240,18170,4849,5
2013/12/13,13:30:00,50250,50290,50195,50220,10160,2928,5
2013/12/13,13:45:00,50225,50275,50175,50230,11490,3353,5
2013/12/13,14:00:00,50235,50255,50165,50200,8700,2231,5
2013/12/13,14:15:00,50200,50250,50175,50195,10290,2673,5
2013/12/13,14:30:00,50190,50205,50070,50145,25960,7432,5
2013/12/13,14:45:00,50145,50170,50065,50075,11120,3169,5
2013/12/13,15:00:00,50070,50085,50015,50075,19520,5712,5
2013/12/13,15:15:00,50075,50160,50065,50155,17460,5043,5
2013/12/13,15:30:00,50155,50160,50090,50115,7970,2226,5
2013/12/13,15:45:00,50115,50120,50065,50090,9580,2634,5
2013/12/13,16:00:00,50095,50110,50030,50105,9670,2979,5
2013/12/13,16:15:00,50110,50145,50090,50140,8410,2194,5
2013/12/13,16:30:00,50135,50220,50130,50160,19100,5394,5
2013/12/13,16:45:00,50160,50200,50070,50095,18020,4965,5
2013/12/13,17:00:00,50090,50115,49950,49990,21790,5943,5
2013/12/13,17:15:00,49990,50040,49980,50015,6030,1519,5
2013/12/13,17:30:00,50020,50050,50020,50045,4510,1139,5
2013/12/13,17:45:00,50040,50060,49980,49980,7250,4060,5
2013/12/16,09:00:00,50165,50180,50055,50130,5410,1997,5
2013/12/16,09:15:00,50130,50145,50105,50145,2890,843,5
2013/12/16,09:30:00,50140,50225,50130,50205,6260,1657,5
2013/12/16,09:45:00,50205,50255,50200,50240,7540,1898,5
2013/12/16,10:00:00,50235,50270,50200,50225,11990,3092,5
2013/12/16,10:15:00,50225,50245,50160,50235,10740,2876,5
2013/12/16,10:30:00,50235,50265,50185,50200,11730,3071,5
2013/12/16,10:45:00,50195,50260,50140,50175,15640,4182,5
2013/12/16,11:00:00,50175,50225,50150,50205,10840,2980,5
2013/12/16,11:15:00,50205,50220,50170,50195,6140,1494,5
2013/12/16,11:30:00,50195,50390,50190,50350,24210,6782,5
2013/12/16,11:45:00,50355,50415,50305,50390,13750,4114,5
2013/12/16,12:00:00,50400,50415,50325,50330,11990,3313,5
2013/12/16,12:15:00,50335,50410,50290,50380,14580,3970,5
2013/12/16,12:30:00,50385,50585,50365,50505,46750,12687,5
2013/12/16,12:45:00,50510,50560,50440,50520,23650,6038,5
2013/12/16,13:00:00,50515,50570,50510,50545,16070,4717,5
2013/12/16,13:15:00,50545,50680,50535,50620,27060,7946,5
2013/12/16,13:30:00,50625,50630,50525,50560,14590,4472,5
2013/12/16,13:45:00,50560,50580,50480,50500,13490,3776,5
2013/12/16,14:00:00,50495,50520,50465,50465,11290,2913,5
2013/12/16,14:15:00,50470,50555,50465,50510,14870,3820,5
2013/12/16,14:30:00,50515,50540,50475,50480,11660,3171,5
2013/12/16,14:45:00,50480,50510,50370,50445,22540,6616,5
2013/12/16,15:00:00,50445,50480,50380,50385,14840,3938,5
2013/12/16,15:15:00,50385,50425,50370,50420,9930,2487,5
2013/12/16,15:30:00,50420,50465,50380,50460,12380,3330,5
2013/12/16,15:45:00,50460,50470,50415,50435,10270,3168,5
2013/12/16,16:00:00,50430,50430,50300,50330,22110,6347,5
2013/12/16,16:15:00,50330,50370,50270,50315,21160,6163,5
2013/12/16,16:30:00,50315,50350,50290,50295,12760,3347,5
2013/12/16,16:45:00,50295,50360,50270,50300,14650,4042,5
2013/12/16,17:00:00,50305,50320,50220,50255,14950,4377,5
2013/12/16,17:15:00,50255,50275,50205,50215,9130,3346,5
2013/12/16,17:30:00,50210,50260,50185,50230,10170,3503,5
2013/12/16,17:45:00,50235,50245,50180,50180,5360,2359,5
2013/12/17,09:00:00,50075,50150,50050,50110,6220,1751,5
2013/12/17,09:15:00,50115,50190,50110,50180,5860,1606,5
2013/12/17,09:30:00,50180,50185,50130,50130,3170,746,5
2013/12/17,09:45:00,50135,50270,50130,50245,10550,3275,5
2013/12/17,10:00:00,50245,50465,50240,50415,28120,8192,5
2013/12/17,10:15:00,50410,50500,50410,50430,15180,4362,5
2013/12/17,10:30:00,50425,50500,50390,50465,16570,4227,5
2013/12/17,10:45:00,50465,50465,50410,50450,7430,1815,5
2013/12/17,11:00:00,50455,50585,50445,50495,33100,8718,5
2013/12/17,11:15:00,50495,50535,50340,50405,19610,5741,5
2013/12/17,11:30:00,50415,50555,50400,50470,20970,5542,5
2013/12/17,11:45:00,50475,50540,50425,50445,14860,4291,5
2013/12/17,12:00:00,50450,50500,50400,50460,17010,4348,5
2013/12/17,12:15:00,50470,50510,50410,50440,17090,4021,5
2013/12/17,12:30:00,50445,50455,50275,50305,45100,11612,5
2013/12/17,12:45:00,50300,50440,50300,50400,21680,5568,5
2013/12/17,13:00:00,50410,50470,50345,50415,20500,5192,5
2013/12/17,13:15:00,50415,50415,50325,50330,14200,3334,5
2013/12/17,13:30:00,50325,50385,50260,50370,18920,4773,5
2013/12/17,13:45:00,50375,50375,50150,50155,31230,8706,5
2013/12/17,14:00:00,50150,50235,50135,50210,20940,5913,5
2013/12/17,14:15:00,50210,50270,50180,50225,20810,5622,5
2013/12/17,14:30:00,50220,50300,50190,50265,18630,4922,5
2013/12/17,14:45:00,50270,50315,50230,50240,15910,4130,5
2013/12/17,15:00:00,50245,50310,50235,50250,12470,3318,5
2013/12/17,15:15:00,50250,50270,50195,50225,11870,2978,5
2013/12/17,15:30:00,50230,50240,50200,50230,10780,2538,5
2013/12/17,15:45:00,50230,50340,50215,50315,18930,4758,5
2013/12/17,16:00:00,50310,50315,50165,50170,15860,4253,5
2013/12/17,16:15:00,50170,50175,50070,50135,21170,6518,5
2013/12/17,16:30:00,50140,50165,50080,50100,14990,4307,5
2013/12/17,16:45:00,50100,50135,50060,50085,14140,3971,5
2013/12/17,17:00:00,50085,50175,50080,50165,18310,5104,5
2013/12/17,17:15:00,50165,50170,50135,50155,8950,2630,5
2013/12/17,17:30:00,50160,50180,50125,50150,8690,2629,5
2013/12/17,17:45:00,50160,50245,50150,50245,6520,3078,5
2014/01/02,09:00:00,51880,51960,51760,51945,7200,1920,5
2014/01/02,09:15:00,51940,51950,51895,51905,4200,916,5
2014/01/02,09:30:00,51910,51930,51780,51820,7550,1817,5
2014/01/02,09:45:00,51820,51925,51815,51880,7700,1849,5
2014/01/02,10:00:00,51875,51930,51615,51640,20070,6345,5
2014/01/02,10:15:00,51645,51650,51420,51505,22040,6683,5
2014/01/02,10:30:00,51500,51595,51485,51545,11770,3137,5
2014/01/02,10:45:00,51545,51545,51240,51315,27500,7522,5
2014/01/02,11:00:00,51325,51390,51275,51315,13440,3247,5
2014/01/02,11:15:00,51315,51415,51250,51375,16140,4454,5
2014/01/02,11:30:00,51385,51425,51315,51370,13940,3681,5
2014/01/02,11:45:00,51370,51425,51150,51165,22510,5577,5
2014/01/02,12:00:00,51165,51235,51130,51230,16290,4217,5
2014/01/02,12:15:00,51235,51320,51190,51280,16650,4089,5
2014/01/02,12:30:00,51280,51360,51030,51130,48640,11947,5
2014/01/02,12:45:00,51130,51165,51065,51110,20640,5127,5
2014/01/02,13:00:00,51100,51140,50955,51020,28220,7397,5
2014/01/02,13:15:00,51020,51055,50955,51030,13440,3217,5
2014/01/02,13:30:00,51025,51110,50980,51080,14140,3518,5
2014/01/02,13:45:00,51075,51080,50995,51030,10120,2449,5
2014/01/02,14:00:00,51035,51055,50980,51015,12940,2977,5
2014/01/02,14:15:00,51010,51050,50990,51040,9400,2152,5
2014/01/02,14:30:00,51030,51035,50970,50995,7710,1888,5
2014/01/02,14:45:00,50995,51005,50805,50830,26700,7846,5
2014/01/02,15:00:00,50835,50855,50785,50790,13770,3721,5
2014/01/02,15:15:00,50795,50805,50650,50705,22410,5775,5
2014/01/02,15:30:00,50695,50700,50485,50505,28670,8058,5
2014/01/02,15:45:00,50500,50630,50465,50610,25380,6628,5
2014/01/02,16:00:00,50610,50725,50580,50590,18700,5304,5
2014/01/02,16:15:00,50585,50610,50505,50565,15780,4473,5
2014/01/02,16:30:00,50560,50605,50515,50525,16900,4515,5
2014/01/02,16:45:00,50525,50620,50455,50510,22530,6431,5
2014/01/02,17:00:00,50510,50620,50505,50555,16230,4654,5
2014/01/02,17:15:00,50555,50560,50385,50385,14910,4381,5
2014/01/02,17:30:00,50380,50485,50375,50475,10800,3065,5
2014/01/02,17:45:00,50480,50530,50400,50400,7180,3169,5
2014/01/03,09:00:00,50350,50520,50310,50500,4550,1439,5
2014/01/03,09:15:00,50505,50620,50505,50555,5730,1712,5
2014/01/03,09:30:00,50550,50665,50545,50570,6310,1857,5
2014/01/03,09:45:00,50575,50595,50480,50515,5860,1525,5
2014/01/03,10:00:00,50520,50630,50520,50610,12780,3189,5
2014/01/03,10:15:00,50605,50770,50590,50740,20740,5647,5
2014/01/03,10:30:00,50730,50750,50655,50715,11680,2933,5
2014/01/03,10:45:00,50720,50790,50670,50710,15280,3543,5
2014/01/03,11:00:00,50710,50810,50635,50805,19840,4860,5
2014/01/03,11:15:00,50805,50925,50785,50890,21180,5640,5
2014/01/03,11:30:00,50890,50975,50835,50945,16950,4454,5
2014/01/03,11:45:00,50940,50960,50895,50945,12550,3209,5
2014/01/03,12:00:00,50945,50995,50835,50900,21830,5992,5
2014/01/03,12:15:00,50895,50935,50840,50920,8720,1926,5
2014/01/03,12:30:00,50920,50960,50845,50890,28690,6684,5
2014/01/03,12:45:00,50895,50940,50760,50770,22540,5170,5
2014/01/03,13:00:00,50770,50810,50685,50740,26280,6484,5
2014/01/03,13:15:00,50740,50755,50610,50730,22690,5927,5
2014/01/03,13:30:00,50735,50900,50705,50870,20900,5727,5
2014/01/03,13:45:00,50870,50870,50735,50750,18650,5203,5
2014/01/03,14:00:00,50750,50765,50665,50720,20610,5875,5
2014/01/03,14:15:00,50720,50755,50615,50705,23260,5939,5
2014/01/03,14:30:00,50700,50720,50625,50665,14710,3801,5
2014/01/03,14:45:00,50660,50670,50555,50600,23370,6448,5
2014/01/03,15:00:00,50600,50655,50520,50640,17970,4801,5
2014/01/03,15:15:00,50645,50840,50605,50820,27640,7169,5
2014/01/03,15:30:00,50815,50940,50790,50840,26430,6951,5
2014/01/03,15:45:00,50830,50900,50815,50825,12780,3308,5
2014/01/03,16:00:00,50830,50980,50790,50970,17460,4643,5
2014/01/03,16:15:00,50960,50975,50835,50850,13770,3820,5
2014/01/03,16:30:00,50855,50910,50785,50825,17580,5195,5
2014/01/03,16:45:00,50835,50990,50830,50985,20320,5694,5
2014/01/03,17:00:00,50990,51005,50870,50900,24370,6572,5
2014/01/03,17:15:00,50900,51200,50835,51130,40560,11601,5
2014/01/03,17:30:00,51135,51275,51100,51240,19070,5610,5
2014/01/03,17:45:00,51240,51585,51240,51585,13910,5313,5
2014/01/06,09:00:00,51230,51325,51050,51145,11490,3648,5
2014/01/06,09:15:00,51135,51200,51020,51170,9710,2580,5
2014/01/06,09:30:00,51165,51230,51135,51160,6090,1575,5
2014/01/06,09:45:00,51160,51360,51150,51300,10780,3319,5
2014/01/06,10:00:00,51305,51310,50845,50880,32020,9078,5
2014/01/06,10:15:00,50880,51010,50835,50940,16610,4525,5
2014/01/06,10:30:00,50935,50940,50710,50795,26010,6785,5
2014/01/06,10:45:00,50800,50825,50675,50815,20670,5428,5
2014/01/06,11:00:00,50810,50890,50800,50855,13560,3329,5
2014/01/06,11:15:00,50855,50975,50830,50955,16810,3864,5
2014/01/06,11:30:00,50955,51105,50950,51075,21730,5244,5
2014/01/06,11:45:00,51075,51240,51055,51165,30160,7565,5
2014/01/06,12:00:00,51165,51180,51085,51100,15020,3346,5
2014/01/06,12:15:00,51100,51215,51090,51180,13310,3182,5
2014/01/06,12:30:00,51185,51185,50930,50965,43030,10505,5
2014/01/06,12:45:00,50960,51020,50825,50975,30820,7063,5
2014/01/06,13:00:00,50965,51130,50900,51045,28500,7134,5
2014/01/06,13:15:00,51040,51060,50885,50980,19180,4651,5
2014/01/06,13:30:00,50985,51095,50950,51070,17200,4110,5
2014/01/06,13:45:00,51070,51155,50975,50995,25140,6084,5
2014/01/06,14:00:00,50995,51200,50980,51190,25150,5969,5
2014/01/06,14:15:00,51185,51190,50810,50840,45190,11178,5
2014/01/06,14:30:00,50830,50980,50815,50890,22840,5939,5
2014/01/06,14:45:00,50885,51005,50880,50985,13080,3285,5
2014/01/06,15:00:00,50985,51120,50950,51100,20160,5335,5
2014/01/06,15:15:00,51095,51125,51020,51070,13780,3248,5
2014/01/06,15:30:00,51070,51070,50935,50975,19110,4953,5
2014/01/06,15:45:00,50980,51190,50980,51125,30470,8126,5
2014/01/06,16:00:00,51125,51265,51110,51215,28720,7240,5
2014/01/06,16:15:00,51210,51340,51200,51280,31490,9161,5
2014/01/06,16:30:00,51285,51315,51205,51225,19500,5201,5
2014/01/06,16:45:00,51230,51360,51225,51325,28520,7972,5
2014/01/06,17:00:00,51330,51410,51300,51370,18600,4953,5
2014/01/06,17:15:00,51370,51375,51160,51185,17560,4883,5
2014/01/06,17:30:00,51190,51210,51135,51190,12660,3543,5
2014/01/06,17:45:00,51180,51250,51105,51105,7020,2676,5
2014/01/07,09:00:00,51250,51605,51250,51310,9130,2779,5
2014/01/07,09:15:00,51310,51335,51265,51295,5380,1594,5
2014/01/07,09:30:00,51290,51325,51180,51220,9350,2884,5
2014/01/07,09:45:00,51220,51320,51210,51305,9180,2835,5
2014/01/07,10:00:00,51305,51355,51150,51210,24350,6854,5
2014/01/07,10:15:00,51210,51450,51210,51425,23150,6157,5
2014/01/07,10:30:00,51425,51445,51335,51350,16330,4123,5
2014/01/07,10:45:00,51345,51470,51300,51455,25180,6796,5
2014/01/07,11:00:00,51450,51635,51450,51615,36370,9779,5
2014/01/07,11:15:00,51605,51675,51510,51650,17070,4308,5
2014/01/07,11:30:00,51655,51785,51600,51685,32180,8608,5
2014/01/07,11:45:00,51690,51765,51670,51730,11890,2930,5
2014/01/07,12:00:00,51730,51840,51660,51675,30280,8730,5
2014/01/07,12:15:00,51680,51715,51520,51530,21300,5891,5
2014/01/07,12:30:00,51530,51575,51380,51470,50590,13415,5
2014/01/07,12:45:00,51475,51535,51295,51365,35710,9353,5
2014/01/07,13:00:00,51360,51385,51245,51345,25370,6556,5
2014/01/07,13:15:00,51345,51390,51260,51345,17900,4703,5
2014/01/07,13:30:00,51345,51380,51325,51360,10000,2671,5
2014/01/07,13:45:00,51360,51365,51150,51175,18980,4889,5
2014/01/07,14:00:00,51175,51195,51070,51150,21170,5309,5
2014/01/07,14:15:00,51150,51195,50920,51000,28600,7122,5
2014/01/07,14:30:00,50995,51050,50840,50865,24010,6153,5
2014/01/07,14:45:00,50865,50915,50800,50875,19690,5218,5
2014/01/07,15:00:00,50870,50935,50590,50680,41270,11159,5
2014/01/07,15:15:00,50680,50825,50670,50775,14930,3826,5
2014/01/07,15:30:00,50780,50860,50710,50850,18530,4932,5
2014/01/07,15:45:00,50850,50865,50685,50815,23280,6105,5
2014/01/07,16:00:00,50815,50860,50710,50770,19000,5661,5
2014/01/07,16:15:00,50775,50840,50770,50825,10630,3141,5
2014/01/07,16:30:00,50830,50890,50820,50855,17850,4983,5
2014/01/07,16:45:00,50855,50905,50660,50680,33480,9841,5
2014/01/07,17:00:00,50675,50735,50605,50675,27080,7503,5
2014/01/07,17:15:00,50675,50720,50645,50645,11590,3484,5
2014/01/07,17:30:00,50645,50695,50615,50620,9520,3055,5
2014/01/07,17:45:00,50625,50660,50605,50615,7240,2926,5
2014/01/08,09:00:00,50630,51000,50625,50925,14310,4280,5
2014/01/08,09:15:00,50920,50930,50885,50900,5260,1191,5
2014/01/08,09:30:00,50900,50920,50775,50850,8870,2502,5
2014/01/08,09:45:00,50855,50940,50775,50905,9640,2570,5
2014/01/08,10:00:00,50920,50965,50785,50815,20690,5502,5
2014/01/08,10:15:00,50810,50925,50810,50865,10950,2581,5
2014/01/08,10:30:00,50855,50915,50725,50785,23810,5757,5
2014/01/08,10:45:00,50790,50940,50735,50870,24290,5689,5
2014/01/08,11:00:00,50870,51045,50825,50985,31660,8110,5
2014/01/08,11:15:00,50980,51055,50835,50945,33180,8219,5
2014/01/08,11:30:00,50955,51020,50840,50890,27640,7236,5
2014/01/08,11:45:00,50890,51020,50860,50970,13520,3442,5
2014/01/08,12:00:00,50965,51075,50930,51070,17070,4301,5
2014/01/08,12:15:00,51070,51090,51005,51025,16250,4068,5
2014/01/08,12:30:00,51030,51085,50940,51015,34030,7837,5
2014/01/08,12:45:00,51015,51060,50855,50890,39170,8968,5
2014/01/08,13:00:00,50890,50930,50800,50835,30080,7687,5
2014/01/08,13:15:00,50840,51020,50830,50950,20930,4839,5
2014/01/08,13:30:00,50950,50985,50810,50840,17890,4329,5
2014/01/08,13:45:00,50845,50910,50780,50795,17830,4399,5
2014/01/08,14:00:00,50800,50805,50675,50735,21430,5400,5
2014/01/08,14:15:00,50725,50810,50660,50680,19510,5174,5
2014/01/08,14:30:00,50690,50810,50665,50765,17140,4167,5
2014/01/08,14:45:00,50765,50865,50720,50820,15090,3563,5
2014/01/08,15:00:00,50825,50915,50730,50800,21390,5521,5
2014/01/08,15:15:00,50805,50875,50770,50780,9190,2236,5
2014/01/08,15:30:00,50780,50825,50750,50780,10210,2654,5
2014/01/08,15:45:00,50780,50860,50760,50840,11410,2994,5
2014/01/08,16:00:00,50835,50955,50755,50935,20490,5684,5
2014/01/08,16:15:00,50930,50945,50870,50910,14790,3896,5
2014/01/08,16:30:00,50910,50990,50850,50880,19500,4669,5
2014/01/08,16:45:00,50885,50940,50830,50880,14400,3484,5
2014/01/08,17:00:00,50875,50890,50755,50800,25410,6210,5
2014/01/08,17:15:00,50795,50845,50715,50785,13790,3901,5
2014/01/08,17:30:00,50775,50825,50750,50795,13900,3933,5
2014/01/08,17:45:00,50795,50800,50600,50630,14550,5215,5
2014/01/09,09:00:00,50800,50830,50670,50755,8900,2866,5
2014/01/09,09:15:00,50760,50785,50640,50715,8760,2457,5
2014/01/09,09:30:00,50715,50745,50565,50625,12450,3703,5
2014/01/09,09:45:00,50625,50660,50570,50620,9380,2430,5
2014/01/09,10:00:00,50635,50675,50470,50645,22530,5802,5
2014/01/09,10:15:00,50655,50730,50550,50560,21990,5184,5
2014/01/09,10:30:00,50560,50650,50510,50530,18990,4697,5
2014/01/09,10:45:00,50535,50550,50445,50480,24880,5885,5
2014/01/09,11:00:00,50485,50500,50315,50415,25570,6918,5
2014/01/09,11:15:00,50415,50475,50355,50380,17970,4453,5
2014/01/09,11:30:00,50395,50455,50355,50415,20120,4624,5
2014/01/09,11:45:00,50410,50470,50400,50405,10300,2470,5
2014/01/09,12:00:00,50410,50455,50250,50265,21870,5863,5
2014/01/09,12:15:00,50260,50380,50250,50360,17140,4332,5
2014/01/09,12:30:00,50355,50355,50140,50245,39200,10055,5
2014/01/09,12:45:00,50240,50260,50115,50165,24430,5641,5
2014/01/09,13:00:00,50165,50225,50050,50090,26890,6651,5
2014/01/09,13:15:00,50085,50105,49980,50030,28470,7209,5
2014/01/09,13:30:00,50040,50060,49885,49900,25680,6861,5
2014/01/09,13:45:00,49900,49965,49815,49915,28180,6919,5
2014/01/09,14:00:00,49915,49935,49755,49840,23230,5677,5
2014/01/09,14:15:00,49840,49890,49790,49880,15290,3848,5
2014/01/09,14:30:00,49875,49975,49855,49925,19370,4985,5
2014/01/09,14:45:00,49920,49930,49800,49840,12420,2857,5
2014/01/09,15:00:00,49840,49880,49810,49825,14560,3495,5
2014/01/09,15:15:00,49825,49825,49645,49730,33190,8580,5
2014/01/09,15:30:00,49735,49750,49670,49750,17060,4429,5
2014/01/09,15:45:00,49745,49750,49675,49700,10780,2708,5
2014/01/09,16:00:00,49705,49785,49660,49670,19070,4918,5
2014/01/09,16:15:00,49670,49680,49555,49605,28020,7613,5
2014/01/09,16:30:00,49605,49615,49500,49510,16070,4162,5
2014/01/09,16:45:00,49515,49630,49495,49555,23900,6009,5
2014/01/09,17:00:00,49555,49650,49545,49595,22890,5541,5
2014/01/09,17:15:00,49595,49640,49580,49620,13780,3465,5
2014/01/09,17:30:00,49625,49630,49580,49605,9310,2434,5
2014/01/09,17:45:00,49600,49620,49570,49600,10270,3429,5
2014/01/10,09:00:00,49890,49920,49620,49690,14090,4411,5
2014/01/10,09:15:00,49685,49725,49555,49570,10230,3198,5
2014/01/10,09:30:00,49575,49575,49275,49410,32760,9590,5
2014/01/10,09:45:00,49415,49520,49365,49505,13350,3660,5
2014/01/10,10:00:00,49520,49745,49460,49745,29980,8187,5
2014/01/10,10:15:00,49740,49820,49635,49725,25200,6783,5
2014/01/10,10:30:00,49715,49825,49700,49745,15020,3950,5
2014/01/10,10:45:00,49740,49775,49585,49665,22600,5993,5
2014/01/10,11:00:00,49660,49860,49605,49830,24670,6591,5
2014/01/10,11:15:00,49830,49880,49760,49775,18100,5065,5
2014/01/10,11:30:00,49800,50000,49550,49950,63370,17204,5
2014/01/10,11:45:00,49950,50100,49790,49840,37450,10374,5
2014/01/10,12:00:00,49845,49960,49825,49920,16110,4018,5
2014/01/10,12:15:00,49915,50030,49890,49950,19750,5049,5
2014/01/10,12:30:00,49940,50220,49915,50170,42500,11290,5
2014/01/10,12:45:00,50170,50390,50135,50275,44370,11951,5
2014/01/10,13:00:00,50280,50285,49940,50060,37910,10074,5
2014/01/10,13:15:00,50070,50190,50055,50100,21690,5612,5
2014/01/10,13:30:00,50105,50325,50105,50210,25310,6242,5
2014/01/10,13:45:00,50210,50295,50180,50190,17060,4027,5
2014/01/10,14:00:00,50185,50245,50155,50195,13530,3255,5
2014/01/10,14:15:00,50190,50210,50085,50130,21260,5247,5
2014/01/10,14:30:00,50130,50155,49990,49990,21620,5542,5
2014/01/10,14:45:00,49990,50040,49890,49975,27290,7198,5
2014/01/10,15:00:00,49975,49985,49835,49910,21450,5567,5
2014/01/10,15:15:00,49910,49930,49845,49890,13330,3207,5
2014/01/10,15:30:00,49895,49965,49865,49945,15270,3960,5
2014/01/10,15:45:00,49955,49965,49750,49815,24240,6126,5
2014/01/10,16:00:00,49810,49920,49805,49865,10900,2595,5
2014/01/10,16:15:00,49865,49895,49825,49870,11070,2684,5
2014/01/10,16:30:00,49875,49955,49830,49905,14330,3709,5
2014/01/10,16:45:00,49910,49935,49865,49915,12380,3022,5
2014/01/10,17:00:00,49910,49985,49880,49895,16830,4355,5
2014/01/10,17:15:00,49895,49925,49840,49890,8810,2552,5
2014/01/10,17:30:00,49885,49965,49850,49915,9790,3024,5
2014/01/10,17:45:00,49915,50025,49895,49950,7790,2782,5
2014/01/13,09:00:00,49800,49910,49700,49780,8080,2437,5
2014/01/13,09:15:00,49780,49810,49715,49730,4390,1064,5
2014/01/13,09:30:00,49730,49800,49715,49725,3900,1006,5
2014/01/13,09:45:00,49725,49870,49725,49825,5830,1464,5
2014/01/13,10:00:00,49815,50125,49800,49985,30050,8063,5
2014/01/13,10:15:00,49990,50140,49970,50000,22420,5694,5
2014/01/13,10:30:00,50010,50095,49885,50060,18830,4716,5
2014/01/13,10:45:00,50050,50090,49975,50015,14090,3974,5
2014/01/13,11:00:00,50025,50180,50015,50145,24360,6201,5
2014/01/13,11:15:00,50140,50195,50065,50100,13880,3140,5
2014/01/13,11:30:00,50100,50245,50090,50200,20280,5162,5
2014/01/13,11:45:00,50200,50265,50140,50170,12820,3510,5
2014/01/13,12:00:00,50165,50230,50005,50050,26060,6982,5
2014/01/13,12:15:00,50045,50070,49880,49885,20500,4548,5
2014/01/13,12:30:00,49885,50050,49850,49875,38320,9815,5
2014/01/13,12:45:00,49875,49945,49790,49905,22230,5822,5
2014/01/13,13:00:00,49905,50010,49860,49905,23360,5765,5
2014/01/13,13:15:00,49900,49925,49815,49895,13250,3207,5
2014/01/13,13:30:00,49895,49920,49815,49880,11830,2874,5
2014/01/13,13:45:00,49875,49965,49850,49860,14000,3505,5
2014/01/13,14:00:00,49855,49885,49760,49770,22010,5570,5
2014/01/13,14:15:00,49770,49815,49725,49785,12620,3076,5
2014/01/13,14:30:00,49785,49905,49770,49865,16350,3742,5
2014/01/13,14:45:00,49865,49880,49815,49840,10670,2521,5
2014/01/13,15:00:00,49840,49845,49725,49760,20450,5074,5
2014/01/13,15:15:00,49760,49785,49675,49680,21870,2750,5
2014/01/13,15:30:00,49680,49685,49605,49670,2464,6064,5
2014/01/13,15:45:00,49665,49695,49580,49610,15,3977,5
2014/01/13,16:00:00,49610,49680,49520,49610,15,5902,5
2014/01/13,16:15:00,49615,49665,49590,49640,15,2931,5
2014/01/13,16:30:00,49635,49650,49545,49620,15,3733,5
2014/01/13,16:45:00,49620,49735,49580,49735,15,5157,5
2014/01/13,17:00:00,49730,49735,49665,49685,568901,2817,5
2014/01/13,17:15:00,49675,49690,49620,49665,8050,2068,5
2014/01/13,17:30:00,49660,49680,49600,49605,7590,2009,5
2014/01/13,17:45:00,49605,49635,49525,49540,8090,3014,5
2014/01/14,09:00:00,49520,49630,49485,49595,5210,1608,5
2014/01/14,09:15:00,49585,49605,49530,49540,4830,1117,5
2014/01/14,09:30:00,49540,49555,49445,49460,9570,2590,5
2014/01/14,09:45:00,49460,49520,49435,49485,7490,1900,5
2014/01/14,10:00:00,49475,49655,49390,49630,32470,8439,5
2014/01/14,10:15:00,49630,49760,49585,49755,28930,8276,5
2014/01/14,10:30:00,49750,49780,49665,49710,19010,5112,5
2014/01/14,10:45:00,49715,49820,49685,49740,17470,4587,5
2014/01/14,11:00:00,49745,49875,49740,49840,19060,5074,5
2014/01/14,11:15:00,49835,49855,49720,49820,21140,5721,5
2014/01/14,11:30:00,49830,49920,49700,49790,25180,6632,5
2014/01/14,11:45:00,49790,49805,49605,49650,27210,7015,5
2014/01/14,12:00:00,49640,49675,49575,49600,22260,5904,5
2014/01/14,12:15:00,49585,49735,49580,49720,17330,4503,5
2014/01/14,12:30:00,49720,49775,49630,49765,30190,7641,5
2014/01/14,12:45:00,49765,49830,49735,49795,22300,5650,5
2014/01/14,13:00:00,49795,49915,49780,49895,23460,6515,5
2014/01/14,13:15:00,49895,50005,49880,49995,22940,6257,5
2014/01/14,13:30:00,49995,50050,49940,49965,22300,6250,5
2014/01/14,13:45:00,49965,49985,49840,49930,21360,6621,5
2014/01/14,14:00:00,49930,50005,49820,49885,21250,5632,5
2014/01/14,14:15:00,49885,49935,49860,49895,15520,3959,5
2014/01/14,14:30:00,49900,49950,49870,49885,14030,3753,5
2014/01/14,14:45:00,49895,49930,49825,49865,14310,3946,5
2014/01/14,15:00:00,49865,49975,49810,49930,21460,5942,5
2014/01/14,15:15:00,49930,50040,49915,50000,23400,6764,5
2014/01/14,15:30:00,50000,50025,49940,50025,15530,4218,5
2014/01/14,15:45:00,50020,50090,49975,49990,23290,6683,5
2014/01/14,16:00:00,49985,50005,49835,49855,28130,8448,5
2014/01/14,16:15:00,49855,49945,49850,49925,14300,3548,5
2014/01/14,16:30:00,49925,49995,49905,49920,16240,4461,5
2014/01/14,16:45:00,49925,49950,49865,49915,17930,4837,5
2014/01/14,17:00:00,49920,49935,49860,49870,12320,3538,5
2014/01/14,17:15:00,49875,49905,49850,49900,7580,2056,5
2014/01/14,17:30:00,49905,49915,49875,49905,8030,2620,5
2014/01/14,17:45:00,49900,49920,49870,49920,9800,4393,5
2014/01/15,09:00:00,49930,50035,49910,49970,7150,2514,5
2014/01/15,09:15:00,49970,49995,49935,49975,4630,1239,5
